text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Cest zis ene arnaquer un point cest tou tiouuu mo realiser kuma ena dimun gopia pour suive ene dimun kumsa🤣 gagne vremem riye sa mo espere ban dimun kin faire million repon moi enfin nou kone zot honte😝😬,"Se zis enn arnaquer un point se tu. Tiew, mo realiz kuma ena dimunn gopia pour suive enn dimunn kumsa🤣 gagne vremem riye sa. Mo espere bann dimunn kinn faire million reponn moi. Enfin nu kone zot honte.😝😬",train,205,206,False,False,51,50
Li ene cas apart.. Surmnt aret du coeur au volant.. Chance pan tape ar lot machine... Rip.. Courage a la famille.,Li enn cas apart.. Surement aret du coeur au volant.. Chance pann tape ar lot machine..... RIP.. Courage à la famille.,train,115,120,False,False,141,136
Check impé [NAME] la osi r surprise quand to alle dispenseur zot la pharmacie tous pou tire cart to bizin atane zot fini blagué lerla zot vini la plupart temps jamais docteur la quand to demande banne assistant la zot dire toi docteur la p vini la apres vite vite zot alle telephone docteur la zot couvert meme bizin met camera dans lopital cot zot fair travail alle ferfoot,Check enpe bann dispenseur la osi ar surprise. Quand to ale dispenseur. Zot la pharmacie tu. Pu tire carte to bizin atann zot fini blagué. Lerla zot vini. La plupart tan jamais docteur la. Quand to demande bann assistant la. Zot dire toi docteur la pe vini la. Apre vite vite zot ale telephone docteur la. Zot couvert mem. Bizin met camera dans lopital kot zot fer travail ale ferfoute.,train,376,388,True,True,0,0
"Kine arriver sa, fourmi dans les souliers?","Kinn arrive sa, fourmi dans les souliers?",train,44,43,False,False,212,213
Dans ecole professeurs travail minimum ou pas conner sa cest nouveau pou ou si pas prend lecons nou fail,Dans lekol professeurs travail minimum. Ou pas kone sa? Se nouveau pu ou. Si pas prend lesson nu fail.,train,106,104,False,False,150,152
Mem gonaz... Gros lapluie partout... Li enkor en veille li... Sanc ti pu revoir sa komeraz la..,Mem gonaz... Gros lapluie partu... Li ankor enn veille li... Sanse ti pu revoir sa komeraz la..,train,97,97,False,False,159,159
Pou bzn patient pa boure,Pu bizin patient. Pa boure.,train,26,29,False,False,230,227
Pena aucaune sanction ni enquete zist 2 semaine conge samem le peuple pe fer se ki li anvi,Pena okenn sanction ni lanket zis 2 semaine conge. Samem le peuple pe fer seki li anvi.,train,92,89,False,False,164,167
Informe so parents aussi ki zot garcon p prend li pou spiderman. Comsa xot pas ale craze bus ou l’ecole si kitchose arriver,Informe so parents aussi ki zot garcon pe prend li pu spiderman. Kumsa zot pas ale kraze bus ou lekol si kitsoz arrive.,train,125,121,False,False,131,135
Habitier jouer kook r billet 50 25 li apres fer zenfan alle roder [NAME] li laaaa😂😂😂,"Habitier jouer kook ar billet 50, 25 li apre fer zanfan ale rode. [NAME] li la.😂😂😂",train,86,84,False,False,170,172
"[NAME], ki msm enfin","[NAME], ki MSM? Enfin.",train,22,24,False,False,234,232
Pooofff encore et encore eski bizin rotein bazar pu banne inka li roule lor laroute mo croir nu bizin ena rotein aster,"Pff, encore et encore. Eski bizin rotein bazar pu bann inka li roule lor la route? Mo krwar nu bizin ena rotein aster.",train,120,120,False,False,136,136
Bez to simé aller Taheey -_-,Bez to sime ale tahey -_-,train,30,27,False,False,226,229
Sofer droguer saper passager innocent bez mort,"Sofer droguer, sape. Passager innocent, bez mort.",train,48,51,False,False,208,205
Portlouisien declare mari,Port Louisien deklare mari.,train,27,29,False,False,229,227
Partou ena sa aster savage parking zot pa gueter si pu block chemin nanier zot net park kot zot gagner ladans ki bzn met sabo,Partu ena sa aster. Savage parking. Zot pa get si pu block chemin nanyin. Zot net park kot zot gagne. Ladan ki bizin met sabo.,train,127,128,False,False,129,128
Encor malaise enfin dimoune pa pran conte zot la santé mes sympathies a la famille,Ankor malaise? Enfin dimunn pa pran kont zot la santé. Mes sympathies à la famille.,train,84,85,False,False,172,171
Bizin 1 bangladeshi ki chsuferre camoin la,Bizin 1 Bangladeshi ki chauffeur camoin la.,train,44,45,False,False,212,211
Zot soif pou restey mem sa banla. Gro lapaiy ect in atan pres 10ans pou rent dans gouvernmons. Bient toh lepep pou avoy zot dans caroh can🤣🤣,Zot soif pu reste mem sa banla. Gro peye et inn atann pre 10 ans pu rantre dans guvernman. Bientot lepep pu avoy zot dans karo can.🤣🤣,train,142,135,False,False,114,121
Pa nek tire bel bel foto coumance pran o serieux,Pa nek tire bel bel foto. Komans pran o serye.,train,50,48,False,False,206,208
B hier ine dir pa pou ena narien ziska la veil ena bez la,B hier inn dir pa pu ena nanyin ziska la veye. Ena bez la.,train,59,60,False,False,197,196
tne fini marier,Tonn fini marie?,train,17,18,False,False,239,238
"[NAME], true.. Mais kan ou sonne station par example pou une noise pollution, ou gagne reponse comme: ' samedi zordi madam, dimoune faite fete.. We've got a very long way to go, let's hope","[NAME], true.. Mais kan ou sonne station par example pu une noise pollution, ou gagne reponse comme: ' samedi zordi madam, dimunn faire fete.. We've got a very long way to go, let's hope.",train,190,189,False,False,66,67
Sofer la bizin crever sa,Sofer la bizin creve sa.,train,26,26,False,False,230,230
Fami fini perdi chauffeur sorti lor causions continué exercé lor la 1 compétition pena dimoune la inne passe dans 1 malheur ape alle rode premier news pou publier respecté zo prochain do,"Fami fini perdi. Chauffeur sorti lor causions, kontiyn exercé. Lor la 1 compétition pena dimunn la inn passe dans 1 malheur apre ale rode premier news pu publier. Respecté zot prochain dow.",train,188,191,False,False,68,65
Mo demande moi si sa boug la li sourde dowww tou sa ou c'est nou ki aveugle🤔,Mo demande moi si sa boug la li sourde dow tu sa ou c'est nu ki aveugle.🤔,train,78,75,False,False,178,181
"[NAME], sameme apel baze la. University éna zis tout","[NAME], samem apel baz la. Uiversity ena zis tu.",train,54,50,False,False,202,206
Mo esperer ki bane la pas fer erreur donne li sa bébé la 🤨,Mo espere ki bann la pas fer erreur donne li sa bébé la. 🤨,train,60,60,False,False,196,196
1ere coup 2 eme coup 3eme fois pas dire pane dire prend zot precautions li grave sa pour moi c ki p ariver li pas un rire ou blague 🙏🙏,"1ere kut, 2eme kut, 3eme fois pas dire pann dire. Prend zot precautions, li grave sa pour moi se ki pe arrive. Li pas un rire ou blague. 🙏🙏",train,136,141,False,False,120,115
"Bann bogota, la police comme plaine de papaya p soutire chauffeur clandestine et san permi deja raporte pas action comme handicap jr suis lah pour discussion avec comissaire de police","Bann bogota, la police comme plaine des papaya pe sutire chauffeur clandestine et san permi. Deza raporte, pas action. Comme handicap. Je suis la pour discussion avec comissaire de police.",train,185,190,False,False,71,66
"Une petite fille sa, fr sagrain","Une petite fille sa, fer sagrain",train,33,34,False,False,223,222
Mamba pe traverse sa zot pa trve,Mamba pe traverse sa zot pa truve.,train,34,36,False,False,222,220
"[NAME], brain is not braining bro 😂","[NAME], brain is not braining brother. 😂",train,37,42,False,False,219,214
Good job. Nu lagon p vin vide p aller mm. Zt grat tout so gro so tipti so torti naryen zt pa kit,Good job. Nu lagon pe vinn vide pe ale mem. Zot grate tu so gro so tipti so torti nanyin zot pa kite.,train,98,103,False,False,158,153
Alle guet aussi bannes bateau etrange ki p fer pillage dans nou zone maritime,Ale get aussi bann bato etranzer ki pe fer pillage dans nu zone maritime.,train,79,75,False,False,177,181
Zotte pe ggn traka zis permit a point Zott pistass lor nous pren 1 semaine conger pu aler vni nta ziska laterre couler service la pu res bom meme,Zot pe gagne traka zis permis a point. Zot pistas lor nous. Pran 1 semaine conge pu ale vini NTA ziska later koule. Service la pu res bom mem.,train,147,144,False,False,109,112
Bizin reste chomeur parski MRA trouve pou taxer dimounes ki envie travaille. To travaille overtime aussi to paye taxe. MRA oulé dimounes ABC.,Bizin reste chomeur parski MRA truve pu taxe dimunn ki anvi travail. To travail overtime aussi to peye taxe. MRA oule dimunn ABC.,train,143,131,False,False,113,125
Retirés kot sa zot p amen ban chats la??,Retirés: kot sa zot pe amenn bann chats la??,train,42,46,False,False,214,210
Hier m p marcher lor trottoir kot 1contour a highlands 1 ti loto gris 8540 zh apres m pan ggne truve bien car li aller mem et m ti dan frayeur li tap avc m coude lor trottoir li aller li pan men arreter m truve li tire flasher droite mais li reste alle droite mem san vire dan bnes chemin a droite et so flasher rest allumer m pa coner si li sou car m pan truve sofer lamem 1sel coup m ggne 1coup et poutant in faire tapage tous kan lin tap avc moi m lamain in enfler et faire mal sa heure la m xtra peur et m lavois pan sorti pu crier m ggne 1shock,"Hier, mo pe marse lor trottoir kot 1 contour a Highlands. 1 ti loto gris, 8540 zh. Apre, mo pann gagne truve bien car li ale mem, et mo ti dan frayeur. Li tape avec mo coude lor trottoir, li ale. Li pann mem aret. Mo truve li tire flasher droite, mais li reste ale droite mem san vire dan bann chemin a droite, et so flasher reste alime. Mo pa kone si li sou car mo pann truve sofer lamem. Enn sel kut, mo gagne enn kut, et pourtant inn faire tapage tu kan linn tape avec moi. Mo lamain inn enfler et faire mal. Sa heure la mo extra peur et mo lavoi pann sorti pu kriye, mo gagne 1 shock.",train,551,590,True,True,0,0
Li dakr so crime tw t p dir rod veritable meurtrier kaver madam kot p pren sa bn kaliter brown la,"Li dakor so crime, twa to pe dir rode veritable meurtrier? Kave madam kot pe pran sa bann kalite brown la?",train,99,108,False,False,157,148
Kpv gagne site visit pou guet bn chat la comme a Msaw ek aussi kpv fer tourists visiter?,Kapav gagne site visit pu get bann chat la comme a MSAW ek aussi kapav fer tourists visite?,train,90,93,False,False,166,163
Mem dimun sa ti ena 1 cas similaire semaine dernier,Mem dimunn sa ti ena 1 cas similaire semaine dernier.,train,53,55,False,False,203,201
Bour meenott r li li pour bourer sa,Boure menote ar li! Li pour boure sa.,train,37,39,False,False,219,217
fer pareil pou sa ban ki vend la drogeu la.... met la trap🤣🤣,Fer pareil pu sa bann ki vend la drogue la.... Met la trape.🤣🤣,train,62,64,False,False,194,192
Kifer pa met so nom ek photo et ki la bank,Kifer pa met so nom ek photo et ki labank?,train,44,44,False,False,212,212
Moi mo tifi 2021 ek mo garson in compose sc 2023. Zot in gagne zot 5 credits sans prend lesson. Mo tifi dire moi c discipline qui bizin. Travail tests papers kan pas konne. Réponse rode prof ou lor internet. Révision ts les jours si week. End 5 hrs temps révisé travail en group camarade qui apran lerla pou passé. So college pas droit servi portable des couma met li pied ds l. École kan sorti kot portail qui capave touche portable sinon saisi 3 mois. Astere in vine 1 mois. Lorette p. louis sa mo trouve bien bon bizin faire sa même ts les collège lerla pou ena pli bon résultats. Si nek passe les temps lor portable fini sa. Mo garson ti revise jusqu à 2 hrs du matin mois septembre ni portable ni tiktok ni facebook etc. Mo tifi in compose Englais French Maths Lit. Française Business. S Travel & Tourism ek Sociology. Mo garson ti compose ENGLAIS French Maths A/C ECONOMICS BUSINESS. S et P. E,"Moi mo tifi 2021 ek mo garson inn compose SC 2023. Zot inn gagne zot 5 credits sans prend lesson. Mo tifi dire moi se discipline qui bizin. Travail tests papers kan pas kone. Réponse rode professeur ou lor internet. Révision tulezur si week. End 5hr tan révisé travail en group camarade qui aprann lerla pu passe. So college pas droit servi portable des kuma met li pied ds l. École kan sorti kot portail qui kapav tus portable sinon saisi 3 mois. Aster inn vinn 1 mois. Lorette Port Louis sa mo truve bien bon bizin faire samem ts les collège lerla pu ena plis bon résultats. Si nek passe letan lor portable fini sa. Mo garson ti revise jusqu à 2hr du matin mois septembre ni portable ni TikTok ni Facebook etc. Mo tifi inn compose: Anglais, French, Maths, Literature française, Business studies, Travel & Tourism ek Sociology. Mo garson ti compose: Anglais, French, Maths, A/C, Economics, Business Studies et PE.",train,901,916,True,True,0,0
film gangajal,Film Gangajal.,train,15,16,False,False,241,240
"[NAME], m ti check sa","[NAME], mo ti check sa.",train,23,25,False,False,233,231
"Au lieu rehausse nou niveau leducation, zot pe fer nivellement vers le bas de nou leducation. Aster zot penser etudiant pou travail pou 5 credit kan 3 credit assez pou monter?","Au lieu rehausse nu niveau ledikasyon, zot pe fer nivellement vers le bas de nu ledikasyon. Aster zot pense etudiant pu travail pu 5 credit kan 3 credit assez pu monte?",train,177,170,False,False,79,86
Deux macro,Deux macro.,train,12,13,False,False,244,243
Ene tas cinema p rode faire sensation,"Enta cinema, pe rode faire sensation.",train,39,39,False,False,217,217
Kan pou. Repare. Sa. Robot. La... In gagne plis. Ki. 5. Mois robot la. Pa. Fonctioner... Eski kit depit pou okip. Sa ou bien p. Atan. Ena enkr. Mort. D. Homme..,"Kan pu repare sa robot la... Inn gagne plis ki 5 mois robot la pa fonksioner... Eski kite depite pu okip sa, ou bien pe atann ena ankor mort d'homme..",train,162,152,False,False,94,104
"Zot encore rapelle sa boul blé ti mette dans linz longtemp pou linze vine blanc la, ala so ceo",Zot encore rapelle sa boul blé ti met dans linz lontan pu linze vinn blanc la? Ala so CEO.,train,96,92,False,False,160,164
ABCD POLICY PATIENTS ALWAYS SUFFER EXCEPTIONS,ABCD POLICY. PATIENTS ALWAYS SUFFER. EXCEPTIONS.,train,47,50,False,False,209,206
Si morice ti investi dan ban lapareil kuma ena dan belgique to met to ban btl vide dan n laparei recyclage to ggn kass tou dimoune ti pou intereC ar sa si met sa lapareil lor sac btl plastic zot ggn 50 sou ou 1rs kumsa pa ti pou ena tou sa btl la,"Si Moris ti investi dan bann lapareil kuma ena dan Belgique, to met to bann boutey vide dan enn laparey recyclage, to gagne kas. Tu dimunn ti pu interese ar sa. Si met sa laparey lor sac boutey plastic, zot gagne 50 sou ou 1 Rs. Kumsa pa ti pu ena tu sa boutey la.",train,248,266,False,True,8,0
Bis letage la sa,Bis letaz la sa.,train,18,18,False,False,238,238
Zots si c vrai si c fsux trop geute serie spres 9 ans cot ti ete bannes tifille qui pe rod bijoux terrain madam invent histoire aussi gagner problem avec lajustice fer attention bannes sister in law toi la meme e ou mari wai realite ausi ena sa a maurice. Bon courages madam si ou ki connai,"Zot si se vrai, si se faux, trop get serie. Apre 9 ans? Kot ti ete? Bann tifi qui pe rode bijoux, terrain. Madam invent histoire aussi, gagne problem avec lazistis. Fer attention! Bann sister inn law, toi lamem et ou mari. Oui, realite ausi ena sa a Maurice. Bon courage madam, si ou ki kone.",train,292,294,True,True,0,0
Ki vitesse van ti p vini li bizin roule 30 km la bas li pas p trouver cammion la in sorti,Ki vites van ti pe vini? Li bizin roule 30 km laba. Li pas pe truve cammion la inn sorti.,train,91,91,False,False,165,165
Peut etre so lamain ti emba roche. Li pan kpv devoile bnla,Peut être so lamain ti enba roche. Li pann kapav devoile banla.,train,60,65,False,False,196,191
