text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
"Limit vitesse combien labas? Mo pense mm camion la in faut si ti p roule dn limit vitesse, ti cv evit sa.. Mo pense zt pran tou sa bn zafer laem en consideration avan met 1 limite vitesse. Dnc mo pense tou chauffeur bzn kmence respecter sa.. Bon les 2 entor mais malheureusement 1 seul kin ramasse beze 🥹. Bien triste.. Mo espere zt tou servi sa comme 1 lexemple et appran respecte limite vitesse. Personne pa mari lor chemin acz ou cv entor ou en raison, ou mm cv mort.. Hope zt tou ressi korek","Limit vites combien laba? Mo pense mem camion la inn faute si ti pe roule dan limit vites, ti kapav evite sa.. Mo pense zot pran tu sa bann zafer lamem en consideration avant met 1 limite vites. Donc mo pense tu chauffeur bizin kumans respecte sa... Bon les 2 antor mais malheureusement 1 seul kinn ramasse bez. 🥹 Bien triste... Mo espere zottu servi sa comme 1 legzanp et aprann respecte limite vites. Personne pa mari lor chemin akoz ou kapav antor ou en raison, ou mem kapav mort.. Hope zottu resi korek.",train,495,507,498,510,1.006060606060606,1.0059171597633136
Bez sa pa don letemp r la fami la courage a tou bien chagrin,Bez sa pa donne letan ar la fami la! Courage a tu. Bien chagrin.,train,60,64,60,64,1.0,1.0
[NAME] kot inn mette sa?,[NAME] kot inn met sa?,train,24,22,24,22,1.0,1.0
"[NAME],.... Frere.... To bizin fr 1 discour lor li 🙂","[NAME],.... Frere.... To bizin fer 1 discour lor li. 🙂",train,52,54,55,57,1.0576923076923077,1.0555555555555556
"Bien svt kan mo al marcher lor la plage, mo trouve bane enfants tousel dans de lo, bane parents p cachiete soleil enbas pieds..😡","Bien svt kan mo ale marse lor la plage, mo truve bann enfants tousel dans dilo, bann parents pe kasyet soleil enba pieds..😡",train,128,123,131,126,1.0234375,1.024390243902439
Tou kouyon pompier la 😂,Tu kuyon pompier la. 😂,train,23,22,26,25,1.1304347826086956,1.1363636363636365
Sa ban van contract la roule Mari brite,Sa bann van contract la roule mari brite.,train,39,41,39,41,1.0,1.0
Dans place ouvert sipa kmier mall develope ban city centre de ban main la ville afin ban morisiens ek osi tourists kapav jouire pareil kuma dans lezot pays mall la fit sa,"Dans place ouvert sipa komie mall, develope bann city centre de bann main la ville afin bann Morisien ek osi tourists kapav jouire pareil kuma dans lezot pays. Mall la fit sa.",train,170,175,170,175,1.0,1.0
Zot apran ek politician pou fermer sa ou pou sorti,Zot aprann ek politician. Pu ferme sa ou pu sorti?,train,50,50,50,50,1.0,1.0
Cest zis ene arnaquer un point cest tou tiouuu mo realiser kuma ena dimun gopia pour suive ene dimun kumsa🤣 gagne vremem riye sa mo espere ban dimun kin faire million repon moi enfin nou kone zot honte😝😬,"Se zis enn arnaquer un point se tu. Tiew, mo realiz kuma ena dimunn gopia pour suive enn dimunn kumsa🤣 gagne vremem riye sa. Mo espere bann dimunn kinn faire million reponn moi. Enfin nu kone zot honte.😝😬",train,203,204,212,213,1.0443349753694582,1.0441176470588236
Li ene cas apart.. Surmnt aret du coeur au volant.. Chance pan tape ar lot machine... Rip.. Courage a la famille.,Li enn cas apart.. Surement aret du coeur au volant.. Chance pann tape ar lot machine..... RIP.. Courage à la famille.,train,113,118,113,119,1.0,1.0084745762711864
Check impé [NAME] la osi r surprise quand to alle dispenseur zot la pharmacie tous pou tire cart to bizin atane zot fini blagué lerla zot vini la plupart temps jamais docteur la quand to demande banne assistant la zot dire toi docteur la p vini la apres vite vite zot alle telephone docteur la zot couvert meme bizin met camera dans lopital cot zot fair travail alle ferfoot,Check enpe bann dispenseur la osi ar surprise. Quand to ale dispenseur. Zot la pharmacie tu. Pu tire carte to bizin atann zot fini blagué. Lerla zot vini. La plupart tan jamais docteur la. Quand to demande bann assistant la. Zot dire toi docteur la pe vini la. Apre vite vite zot ale telephone docteur la. Zot couvert mem. Bizin met camera dans lopital kot zot fer travail ale ferfoute.,train,374,386,376,387,1.0053475935828877,1.0025906735751295
"Kine arriver sa, fourmi dans les souliers?","Kinn arrive sa, fourmi dans les souliers?",train,42,41,42,41,1.0,1.0
Dans ecole professeurs travail minimum ou pas conner sa cest nouveau pou ou si pas prend lecons nou fail,Dans lekol professeurs travail minimum. Ou pas kone sa? Se nouveau pu ou. Si pas prend lesson nu fail.,train,104,102,104,102,1.0,1.0
Mem gonaz... Gros lapluie partout... Li enkor en veille li... Sanc ti pu revoir sa komeraz la..,Mem gonaz... Gros lapluie partu... Li ankor enn veille li... Sanse ti pu revoir sa komeraz la..,train,95,95,95,95,1.0,1.0
Pou bzn patient pa boure,Pu bizin patient. Pa boure.,train,24,27,24,27,1.0,1.0
Pena aucaune sanction ni enquete zist 2 semaine conge samem le peuple pe fer se ki li anvi,Pena okenn sanction ni lanket zis 2 semaine conge. Samem le peuple pe fer seki li anvi.,train,90,87,90,87,1.0,1.0
Informe so parents aussi ki zot garcon p prend li pou spiderman. Comsa xot pas ale craze bus ou l’ecole si kitchose arriver,Informe so parents aussi ki zot garcon pe prend li pu spiderman. Kumsa zot pas ale kraze bus ou lekol si kitsoz arrive.,train,123,119,125,119,1.016260162601626,1.0
Habitier jouer kook r billet 50 25 li apres fer zenfan alle roder [NAME] li laaaa😂😂😂,"Habitier jouer kook ar billet 50, 25 li apre fer zanfan ale rode. [NAME] li la.😂😂😂",train,84,82,93,91,1.1071428571428572,1.1097560975609757
"[NAME], ki msm enfin","[NAME], ki MSM? Enfin.",train,20,22,20,22,1.0,1.0
Pooofff encore et encore eski bizin rotein bazar pu banne inka li roule lor laroute mo croir nu bizin ena rotein aster,"Pff, encore et encore. Eski bizin rotein bazar pu bann inka li roule lor la route? Mo krwar nu bizin ena rotein aster.",train,118,118,118,118,1.0,1.0
Bez to simé aller Taheey -_-,Bez to sime ale tahey -_-,train,28,25,29,25,1.0357142857142858,1.0
Sofer droguer saper passager innocent bez mort,"Sofer droguer, sape. Passager innocent, bez mort.",train,46,49,46,49,1.0,1.0
Portlouisien declare mari,Port Louisien deklare mari.,train,25,27,25,27,1.0,1.0
Partou ena sa aster savage parking zot pa gueter si pu block chemin nanier zot net park kot zot gagner ladans ki bzn met sabo,Partu ena sa aster. Savage parking. Zot pa get si pu block chemin nanyin. Zot net park kot zot gagne. Ladan ki bizin met sabo.,train,125,126,125,126,1.0,1.0
Encor malaise enfin dimoune pa pran conte zot la santé mes sympathies a la famille,Ankor malaise? Enfin dimunn pa pran kont zot la santé. Mes sympathies à la famille.,train,82,83,83,85,1.0121951219512195,1.0240963855421688
Bizin 1 bangladeshi ki chsuferre camoin la,Bizin 1 Bangladeshi ki chauffeur camoin la.,train,42,43,42,43,1.0,1.0
Zot soif pou restey mem sa banla. Gro lapaiy ect in atan pres 10ans pou rent dans gouvernmons. Bient toh lepep pou avoy zot dans caroh can🤣🤣,Zot soif pu reste mem sa banla. Gro peye et inn atann pre 10 ans pu rantre dans guvernman. Bientot lepep pu avoy zot dans karo can.🤣🤣,train,140,133,146,139,1.042857142857143,1.0451127819548873
Pa nek tire bel bel foto coumance pran o serieux,Pa nek tire bel bel foto. Komans pran o serye.,train,48,46,48,46,1.0,1.0
B hier ine dir pa pou ena narien ziska la veil ena bez la,B hier inn dir pa pu ena nanyin ziska la veye. Ena bez la.,train,57,58,57,58,1.0,1.0
tne fini marier,Tonn fini marie?,train,15,16,15,16,1.0,1.0
"[NAME], true.. Mais kan ou sonne station par example pou une noise pollution, ou gagne reponse comme: ' samedi zordi madam, dimoune faite fete.. We've got a very long way to go, let's hope","[NAME], true.. Mais kan ou sonne station par example pu une noise pollution, ou gagne reponse comme: ' samedi zordi madam, dimunn faire fete.. We've got a very long way to go, let's hope.",train,188,187,188,187,1.0,1.0
Sofer la bizin crever sa,Sofer la bizin creve sa.,train,24,24,24,24,1.0,1.0
Fami fini perdi chauffeur sorti lor causions continué exercé lor la 1 compétition pena dimoune la inne passe dans 1 malheur ape alle rode premier news pou publier respecté zo prochain do,"Fami fini perdi. Chauffeur sorti lor causions, kontiyn exercé. Lor la 1 compétition pena dimunn la inn passe dans 1 malheur apre ale rode premier news pu publier. Respecté zot prochain dow.",train,186,189,190,192,1.021505376344086,1.0158730158730158
Mo demande moi si sa boug la li sourde dowww tou sa ou c'est nou ki aveugle🤔,Mo demande moi si sa boug la li sourde dow tu sa ou c'est nu ki aveugle.🤔,train,76,73,79,76,1.0394736842105263,1.0410958904109588
"[NAME], sameme apel baze la. University éna zis tout","[NAME], samem apel baz la. Uiversity ena zis tu.",train,52,48,53,48,1.0192307692307692,1.0
Mo esperer ki bane la pas fer erreur donne li sa bébé la 🤨,Mo espere ki bann la pas fer erreur donne li sa bébé la. 🤨,train,58,58,63,63,1.0862068965517242,1.0862068965517242
1ere coup 2 eme coup 3eme fois pas dire pane dire prend zot precautions li grave sa pour moi c ki p ariver li pas un rire ou blague 🙏🙏,"1ere kut, 2eme kut, 3eme fois pas dire pann dire. Prend zot precautions, li grave sa pour moi se ki pe arrive. Li pas un rire ou blague. 🙏🙏",train,134,139,140,145,1.044776119402985,1.0431654676258992
"Bann bogota, la police comme plaine de papaya p soutire chauffeur clandestine et san permi deja raporte pas action comme handicap jr suis lah pour discussion avec comissaire de police","Bann bogota, la police comme plaine des papaya pe sutire chauffeur clandestine et san permi. Deza raporte, pas action. Comme handicap. Je suis la pour discussion avec comissaire de police.",train,183,188,183,188,1.0,1.0
"Une petite fille sa, fr sagrain","Une petite fille sa, fer sagrain",train,31,32,31,32,1.0,1.0
Mamba pe traverse sa zot pa trve,Mamba pe traverse sa zot pa truve.,train,32,34,32,34,1.0,1.0
"[NAME], brain is not braining bro 😂","[NAME], brain is not braining brother. 😂",train,35,40,38,43,1.0857142857142856,1.075
Good job. Nu lagon p vin vide p aller mm. Zt grat tout so gro so tipti so torti naryen zt pa kit,Good job. Nu lagon pe vinn vide pe ale mem. Zot grate tu so gro so tipti so torti nanyin zot pa kite.,train,96,101,96,101,1.0,1.0
Alle guet aussi bannes bateau etrange ki p fer pillage dans nou zone maritime,Ale get aussi bann bato etranzer ki pe fer pillage dans nu zone maritime.,train,77,73,77,73,1.0,1.0
Zotte pe ggn traka zis permit a point Zott pistass lor nous pren 1 semaine conger pu aler vni nta ziska laterre couler service la pu res bom meme,Zot pe gagne traka zis permis a point. Zot pistas lor nous. Pran 1 semaine conge pu ale vini NTA ziska later koule. Service la pu res bom mem.,train,145,142,145,142,1.0,1.0
Bizin reste chomeur parski MRA trouve pou taxer dimounes ki envie travaille. To travaille overtime aussi to paye taxe. MRA oulé dimounes ABC.,Bizin reste chomeur parski MRA truve pu taxe dimunn ki anvi travail. To travail overtime aussi to peye taxe. MRA oule dimunn ABC.,train,141,129,142,129,1.0070921985815602,1.0
Retirés kot sa zot p amen ban chats la??,Retirés: kot sa zot pe amenn bann chats la??,train,40,44,41,45,1.025,1.0227272727272727
Hier m p marcher lor trottoir kot 1contour a highlands 1 ti loto gris 8540 zh apres m pan ggne truve bien car li aller mem et m ti dan frayeur li tap avc m coude lor trottoir li aller li pan men arreter m truve li tire flasher droite mais li reste alle droite mem san vire dan bnes chemin a droite et so flasher rest allumer m pa coner si li sou car m pan truve sofer lamem 1sel coup m ggne 1coup et poutant in faire tapage tous kan lin tap avc moi m lamain in enfler et faire mal sa heure la m xtra peur et m lavois pan sorti pu crier m ggne 1shock,"Hier, mo pe marse lor trottoir kot 1 contour a Highlands. 1 ti loto gris, 8540 zh. Apre, mo pann gagne truve bien car li ale mem, et mo ti dan frayeur. Li tape avec mo coude lor trottoir, li ale. Li pann mem aret. Mo truve li tire flasher droite, mais li reste ale droite mem san vire dan bann chemin a droite, et so flasher reste alime. Mo pa kone si li sou car mo pann truve sofer lamem. Enn sel kut, mo gagne enn kut, et pourtant inn faire tapage tu kan linn tape avec moi. Mo lamain inn enfler et faire mal. Sa heure la mo extra peur et mo lavoi pann sorti pu kriye, mo gagne 1 shock.",train,549,588,549,588,1.0,1.0
Li dakr so crime tw t p dir rod veritable meurtrier kaver madam kot p pren sa bn kaliter brown la,"Li dakor so crime, twa to pe dir rode veritable meurtrier? Kave madam kot pe pran sa bann kalite brown la?",train,97,106,97,106,1.0,1.0
Kpv gagne site visit pou guet bn chat la comme a Msaw ek aussi kpv fer tourists visiter?,Kapav gagne site visit pu get bann chat la comme a MSAW ek aussi kapav fer tourists visite?,train,88,91,88,91,1.0,1.0
Mem dimun sa ti ena 1 cas similaire semaine dernier,Mem dimunn sa ti ena 1 cas similaire semaine dernier.,train,51,53,51,53,1.0,1.0
Bour meenott r li li pour bourer sa,Boure menote ar li! Li pour boure sa.,train,35,37,35,37,1.0,1.0
fer pareil pou sa ban ki vend la drogeu la.... met la trap🤣🤣,Fer pareil pu sa bann ki vend la drogue la.... Met la trape.🤣🤣,train,60,62,66,68,1.1,1.096774193548387
Kifer pa met so nom ek photo et ki la bank,Kifer pa met so nom ek photo et ki labank?,train,42,42,42,42,1.0,1.0
Moi mo tifi 2021 ek mo garson in compose sc 2023. Zot in gagne zot 5 credits sans prend lesson. Mo tifi dire moi c discipline qui bizin. Travail tests papers kan pas konne. Réponse rode prof ou lor internet. Révision ts les jours si week. End 5 hrs temps révisé travail en group camarade qui apran lerla pou passé. So college pas droit servi portable des couma met li pied ds l. École kan sorti kot portail qui capave touche portable sinon saisi 3 mois. Astere in vine 1 mois. Lorette p. louis sa mo trouve bien bon bizin faire sa même ts les collège lerla pou ena pli bon résultats. Si nek passe les temps lor portable fini sa. Mo garson ti revise jusqu à 2 hrs du matin mois septembre ni portable ni tiktok ni facebook etc. Mo tifi in compose Englais French Maths Lit. Française Business. S Travel & Tourism ek Sociology. Mo garson ti compose ENGLAIS French Maths A/C ECONOMICS BUSINESS. S et P. E,"Moi mo tifi 2021 ek mo garson inn compose SC 2023. Zot inn gagne zot 5 credits sans prend lesson. Mo tifi dire moi se discipline qui bizin. Travail tests papers kan pas kone. Réponse rode professeur ou lor internet. Révision tulezur si week. End 5hr tan révisé travail en group camarade qui aprann lerla pu passe. So college pas droit servi portable des kuma met li pied ds l. École kan sorti kot portail qui kapav tus portable sinon saisi 3 mois. Aster inn vinn 1 mois. Lorette Port Louis sa mo truve bien bon bizin faire samem ts les collège lerla pu ena plis bon résultats. Si nek passe letan lor portable fini sa. Mo garson ti revise jusqu à 2hr du matin mois septembre ni portable ni TikTok ni Facebook etc. Mo tifi inn compose: Anglais, French, Maths, Literature française, Business studies, Travel & Tourism ek Sociology. Mo garson ti compose: Anglais, French, Maths, A/C, Economics, Business Studies et PE.",train,899,914,910,923,1.0122358175750834,1.0098468271334793
film gangajal,Film Gangajal.,train,13,14,13,14,1.0,1.0
"[NAME], m ti check sa","[NAME], mo ti check sa.",train,21,23,21,23,1.0,1.0
"Au lieu rehausse nou niveau leducation, zot pe fer nivellement vers le bas de nou leducation. Aster zot penser etudiant pou travail pou 5 credit kan 3 credit assez pou monter?","Au lieu rehausse nu niveau ledikasyon, zot pe fer nivellement vers le bas de nu ledikasyon. Aster zot pense etudiant pu travail pu 5 credit kan 3 credit assez pu monte?",train,175,168,175,168,1.0,1.0
Deux macro,Deux macro.,train,10,11,10,11,1.0,1.0
Ene tas cinema p rode faire sensation,"Enta cinema, pe rode faire sensation.",train,37,37,37,37,1.0,1.0
Kan pou. Repare. Sa. Robot. La... In gagne plis. Ki. 5. Mois robot la. Pa. Fonctioner... Eski kit depit pou okip. Sa ou bien p. Atan. Ena enkr. Mort. D. Homme..,"Kan pu repare sa robot la... Inn gagne plis ki 5 mois robot la pa fonksioner... Eski kite depite pu okip sa, ou bien pe atann ena ankor mort d'homme..",train,160,150,160,150,1.0,1.0
"Zot encore rapelle sa boul blé ti mette dans linz longtemp pou linze vine blanc la, ala so ceo",Zot encore rapelle sa boul blé ti met dans linz lontan pu linze vinn blanc la? Ala so CEO.,train,94,90,95,91,1.0106382978723405,1.011111111111111
ABCD POLICY PATIENTS ALWAYS SUFFER EXCEPTIONS,ABCD POLICY. PATIENTS ALWAYS SUFFER. EXCEPTIONS.,train,45,48,45,48,1.0,1.0
Si morice ti investi dan ban lapareil kuma ena dan belgique to met to ban btl vide dan n laparei recyclage to ggn kass tou dimoune ti pou intereC ar sa si met sa lapareil lor sac btl plastic zot ggn 50 sou ou 1rs kumsa pa ti pou ena tou sa btl la,"Si Moris ti investi dan bann lapareil kuma ena dan Belgique, to met to bann boutey vide dan enn laparey recyclage, to gagne kas. Tu dimunn ti pu interese ar sa. Si met sa laparey lor sac boutey plastic, zot gagne 50 sou ou 1 Rs. Kumsa pa ti pu ena tu sa boutey la.",train,246,264,246,264,1.0,1.0
