text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
"Dan dimoune kav menteur kumsa.... Labank mem pa donne lotorisation pu transfr rs500,000 tw t dr t transfr banla rs550'000. Sa kalit menti la..... Met t statement labank date et heure et t ena camera kt tw met video camera la pu population trouv ki vremem t p koz laverit....","Dan dimunn kapav menteur kumsa.... Labank mem pa donne lotorisation pu transfer Rs500, 000 twa to dir to transfer banla Rs550'000. Sa kalite menti la..... Met to statement labank date et heure et to ena camera kot twa met video camera la pu population truve ki vremem to pe koze laverite....",train,"restore Mauritian Creole text: Dan dimoune kav menteur kumsa.... Labank mem pa donne lotorisation pu transfr rs500,000 tw t dr t transfr banla rs550'000. Sa kalit menti la..... Met t statement labank date et heure et t ena camera kt tw met video camera la pu population trouv ki vremem t p koz laverit....",50,51,274,291,125,105,2.5,2.0588235294117645,False,False,False,False
ENE LA BANK FANTOM SA PO SA VOLEZ LA SI FANTOM ET RESSI FER TOUS SA VOLES LA PANDANT UN ANS LA BANK LA SI COMPLICE LI PAS SUPOSÉ SEND REVELER BANKER SAC 6 MOIS,"ENN LABANK FANTOM SA. PU SA VOLER LA SI FANTOM ET RESI FER TOUS SA VOLE LA PANDAN UN ANS? LABANK LA SI COMPLICE, LI PAS SIPOZ SEND REVELER BANKER SAC 6 MOIS?",train,restore Mauritian Creole text: ENE LA BANK FANTOM SA PO SA VOLEZ LA SI FANTOM ET RESSI FER TOUS SA VOLES LA PANDANT UN ANS LA BANK LA SI COMPLICE LI PAS SUPOSÉ SEND REVELER BANKER SAC 6 MOIS,35,33,159,157,78,72,2.2285714285714286,2.1818181818181817,False,False,False,False
Bien bien triste frere prend courage fer mo larme couler,"Bien bien triste. Frere, prend courage. Fer mo larme koule.",train,restore Mauritian Creole text: Bien bien triste frere prend courage fer mo larme couler,10,10,56,59,27,21,2.7,2.1,False,False,False,False
Insha Allah cot li ete Allah protege li retourne bien so lkz San aucune diffulter Amen,"InshaAllah, kot li ete Allah protez li. Retourne bien so lakaz san aucune difikilte. Amen.",train,restore Mauritian Creole text: Insha Allah cot li ete Allah protege li retourne bien so lkz San aucune diffulter Amen,16,15,86,90,46,48,2.875,3.2,False,False,False,False
Trop triste courage mr,Trop triste. Courage monsieur.,train,restore Mauritian Creole text: Trop triste courage mr,4,4,22,30,16,8,4.0,2.0,False,False,False,False
Majorit dimoune kan jet salt zote ferfout zot dimoune li gueter couma li pou ramasser pourvi zote ine jeter sa apel sa ene bezerre mentalit fodrer zote lesprit osi couma salt la meme sa pou fer cumsa,Majorite dimunn kan zet salte zot ferfoute zot. Dimunn li get kuma li pu ramasse pourvi zot inn zet. Sa apel sa en bez mantalite. Fode zot lespri osi kuma salte lamem sa pu fer kumsa.,train,restore Mauritian Creole text: Majorit dimoune kan jet salt zote ferfout zot dimoune li gueter couma li pou ramasser pourvi zote ine jeter sa apel sa ene bezerre mentalit fodrer zote lesprit osi couma salt la meme sa pou fer cumsa,37,36,199,183,108,105,2.918918918918919,2.9166666666666665,False,False,False,False
Guet ti tou tou do alkize sinte do,"Get ti toutou dow, Alkize sinte dow.",train,restore Mauritian Creole text: Guet ti tou tou do alkize sinte do,8,7,34,36,28,19,3.5,2.7142857142857144,False,False,False,False
Ban gros anguilles la si zot tour p vini😂😂,Bann gros anguilles la si zot tour pe vini.😂😂,train,restore Mauritian Creole text: Ban gros anguilles la si zot tour p vini😂😂,9,9,42,45,27,19,3.0,2.111111111111111,True,True,False,False
Ena bku pa p daccord la police in bat li. B ti bizin faire li boir lacide la???,Ena buku pa pe dakor la police inn bate li. B ti bizin faire li bwar lasid la???,train,restore Mauritian Creole text: Ena bku pa p daccord la police in bat li. B ti bizin faire li boir lacide la???,18,18,79,80,47,38,2.611111111111111,2.111111111111111,False,False,False,False
"[NAME], banla mm ti tap to la glass la?","[NAME], banla mem ti tape to la glass la?",train,"restore Mauritian Creole text: [NAME], banla mm ti tap to la glass la?",9,9,39,41,27,18,3.0,2.0,False,False,False,False
Šofer ki šou bizin fer zott paye tou domage lerla buku ggt pu hesiter pu bwar pisssar rouler,"Sofer ki sou. Bizin fer zot peye tu domage lerla buku gogot pu hesiter pu bwar pisar, roule.",train,restore Mauritian Creole text: Šofer ki šou bizin fer zott paye tou domage lerla buku ggt pu hesiter pu bwar pisssar rouler,18,18,92,92,61,48,3.388888888888889,2.6666666666666665,True,False,False,False
Li santé Li Blier si bizin Coz Dan micro bom la Coz franc r piti Li p gat valeur la music p fer Boufon plito,"Li chante. Li bliye si bizin koze dan micro bom la. Koz franc ar piti, li pe gat valeur la music pe fer boufon plito.",train,restore Mauritian Creole text: Li santé Li Blier si bizin Coz Dan micro bom la Coz franc r piti Li p gat valeur la music p fer Boufon plito,25,25,108,117,53,55,2.12,2.2,False,False,False,False
"[NAME], dimounes touletan ti dir... Zamais rentre dans la guerre mari fam... Solutions la pu sorti enba lili asoir sa, gramatin seki in interfere, ki pu enpliss lerla..???🙉🙊🙈","[NAME], dimunn toultan ti dir... Zame rantre dans la guerre mari fam... Solutions la pu sorti enba lili aswar sa, gramatin seki inn interfere, ki pu enplis lerla..???🙉🙊🙈",train,"restore Mauritian Creole text: [NAME], dimounes touletan ti dir... Zamais rentre dans la guerre mari fam... Solutions la pu sorti enba lili asoir sa, gramatin seki in interfere, ki pu enpliss lerla..???🙉🙊🙈",28,28,174,169,84,73,3.0,2.607142857142857,True,True,False,False
Peek a boo 👀,Peek a boo. 👀,train,restore Mauritian Creole text: Peek a boo 👀,4,4,12,13,18,10,4.5,2.5,True,True,False,False
Si ziss van la ti atan 2 3 minutes..,Si zis van la ti atann 2 3 minutes..,train,restore Mauritian Creole text: Si ziss van la ti atan 2 3 minutes..,9,9,36,36,25,16,2.7777777777777777,1.7777777777777777,False,False,False,False
La honte pou banne artist cumsa...,La honte pu bann artist kumsa...,train,restore Mauritian Creole text: La honte pou banne artist cumsa...,6,6,34,32,24,16,4.0,2.6666666666666665,False,False,False,False
"[NAME], c'est à partir 14 ans en france et en droit déclaré à moins ki patron la malhonnête pas envie déclaré pou pas payé charge","[NAME], c'est à partir 14 ans en France et en droit deklare à moins ki patron la malhonnête, pas anvi deklare, pu pas payé charge.",train,"restore Mauritian Creole text: [NAME], c'est à partir 14 ans en france et en droit déclaré à moins ki patron la malhonnête pas envie déclaré pou pas payé charge",25,25,129,130,56,54,2.24,2.16,False,False,False,False
"[NAME], mo ena droit exprime mo point de vue. Tone vine comment lor cki mone ecrire, mo ena droit repone toi. Pa redi apel sa okay. This is called a conversation. If u do not want to be replied back, then don't comment on people's..","[NAME], mo ena droit exprime mo point de vue. Tonn vinn comment lor seki mon ekrir, mo ena droit reponn toi. Pa redi apel sa okay. This is called a conversation. If you do not want to be replied back, then donne'to comment on people's..",train,"restore Mauritian Creole text: [NAME], mo ena droit exprime mo point de vue. Tone vine comment lor cki mone ecrire, mo ena droit repone toi. Pa redi apel sa okay. This is called a conversation. If u do not want to be replied back, then don't comment on people's..",45,45,232,236,91,81,2.022222222222222,1.8,False,False,False,False
Belle mantalite mauricien sanse zot civilise tous flic EN flac cumsa zis bord la mer ki nettoy,"Belle mantalite Mauricien! Sanse zot civilise? Tu Flic en Flac kumsa, zis bord la mer ki netoy.",train,restore Mauritian Creole text: Belle mantalite mauricien sanse zot civilise tous flic EN flac cumsa zis bord la mer ki nettoy,17,17,94,95,46,46,2.7058823529411766,2.7058823529411766,False,False,False,False
Lol astr problem la private tuition 🤣 mais selment dan le passe lepok 2000 zenfant ti p boure lekol pas rentre dan classe dormi dan classe prof lamem pas montre narnie mais resultat la fin lannee tou tir entre 6-18 unites dan classe la 🤣🤣,"Lol. Aster problem la private tuition? 🤣 Mais selma dan le passe lepok 2000, zanfan ti pe boure lekol, pas rantre dan classe, dormi dan classe, professeur lamem pas montre nanyin, mais rezilta la fin lane tu tire entre 6-18 unites dan classe la. 🤣🤣",train,restore Mauritian Creole text: Lol astr problem la private tuition 🤣 mais selment dan le passe lepok 2000 zenfant ti p boure lekol pas rentre dan classe dormi dan classe prof lamem pas montre narnie mais resultat la fin lannee tou tir entre 6-18 unites dan classe la 🤣🤣,45,45,238,248,94,96,2.088888888888889,2.1333333333333333,True,True,False,False
Mons le commissaire bizin vine fer ene site visit ancien station fanfaron sois disant ene batiment historical mais li p servi representative pu ban drogueurs et prostitutes toilet publique peur pu aller car zot attaque ban publique a côté ena ene la foire ki li peu frequenter par publique fer ene bon nettoyage si bizin ramasse zot fer li aret fer negligence combien cas vol avec violence fine ena labas,Monsieur le commissaire bizin vinn fer enn site visit ancien station fanfaron. Swadizan enn batiment historical mais li pe servi representative pu bann drogueurs et prostitutes. Toilet publique peur pu ale car zot attaque bann publique. A kote ena enn la foire ki li peu frekante par publique. Fer enn bon nettoyage si bizin ramasse zot fer li. Aret fer negligence combien cas vol avec violence finn ena laba.,train,restore Mauritian Creole text: Mons le commissaire bizin vine fer ene site visit ancien station fanfaron sois disant ene batiment historical mais li p servi representative pu ban drogueurs et prostitutes toilet publique peur pu aller car zot attaque ban publique a côté ena ene la foire ki li peu frequenter par publique fer ene bon nettoyage si bizin ramasse zot fer li aret fer negligence combien cas vol avec violence fine ena labas,70,69,404,409,143,144,2.0428571428571427,2.0869565217391304,False,False,False,False
Ti ena bkuu ti p dir p baisse standard et niveau leducation kan ti met 3 credit ki zot lopinion avec sa taux reussit la get comien %generation zordi jour pa p mem fouti attendre 3 credit,Ti ena buku ti pe dir pe bese standard et niveau ledikasyon kan ti met 3 credit. Ki zot lopinion avec sa taux reussit la? Get komie %generation zordi jour pa pe mem fouti attendre 3 credit?,train,restore Mauritian Creole text: Ti ena bkuu ti p dir p baisse standard et niveau leducation kan ti met 3 credit ki zot lopinion avec sa taux reussit la get comien %generation zordi jour pa p mem fouti attendre 3 credit,37,37,186,189,88,80,2.3783783783783785,2.1621621621621623,False,False,False,False
Liberté changement Zottt,Liberté. Changement zot.,train,restore Mauritian Creole text: Liberté changement Zottt,3,3,24,24,17,11,5.666666666666667,3.6666666666666665,False,False,False,False
"Merci lepxress! Sa tifille et so famille quand pour lire l’article la et pour reconnaître zot mem, et bein, tifille la all vivre dans guilt, dans remord et la honte. Li tousel pour conner ki tournure so lavie pour prend avec sa. En plus dans nous village, kot dimoune premier pour juger et riye lezot.. Bravo à cette journaliste","Merci l'Express! Sa tifi et so famille quand pour lire l’article la et pour reconnaître zot mem, et bein, tifi la ale viv dans guilt, dans remord et la honte. Li tousel pour kone ki tournure so lavi pour prend avec sa. En plus dans nous village, kot dimunn premier pour juger et riye lezot.. Bravo à cette journaliste.",train,"restore Mauritian Creole text: Merci lepxress! Sa tifille et so famille quand pour lire l’article la et pour reconnaître zot mem, et bein, tifille la all vivre dans guilt, dans remord et la honte. Li tousel pour conner ki tournure so lavie pour prend avec sa. En plus dans nous village, kot dimoune premier pour juger et riye lezot.. Bravo à cette journaliste",59,59,328,318,137,129,2.3220338983050848,2.1864406779661016,False,False,False,False
Mo espéré pas attend li à jeun avant faire so test🤔,Mo espéré pas atann li à jeune avant faire so test.🤔,train,restore Mauritian Creole text: Mo espéré pas attend li à jeun avant faire so test🤔,11,11,51,52,27,20,2.4545454545454546,1.8181818181818181,True,True,False,False
Mo ena 145. Vh staff pa pu resume jordi. Al ras c,Mo ena 145 vh staff pa pu resume zordi. Ale rase.,train,restore Mauritian Creole text: Mo ena 145. Vh staff pa pu resume jordi. Al ras c,12,11,49,49,35,24,2.9166666666666665,2.1818181818181817,False,False,False,False
Si pena zot tou nou salt pou pourri dan lacour 1 grand merci à sa bane dimoune la,Si pena zottu nu salte pu pouri dan lakour. 1 grand merci à sa bann dimunn la.,train,restore Mauritian Creole text: Si pena zot tou nou salt pou pourri dan lacour 1 grand merci à sa bane dimoune la,18,17,81,78,43,37,2.388888888888889,2.176470588235294,False,False,False,False
Kan koz menti lo religion de to créateur donc atan consequences desan. Servi religion pour promote bizness crypto. Ena lot enkor mr fess ek bocal dilo. 35k. Lorganiste dans morcellement aurea high lands. Fer attention. Li gn revelation tous li😂😂😂,Kan koze menti lo religion de to créateur donc atann consequences desan. Servi religion pour promote bizness crypto. Ena lot ankor monsieur fesse ek bocal dilo. 35k. Lorganiste dans Morcellement area Highlands. Fer attention. Li gagne revelation tu li.😂😂😂,train,restore Mauritian Creole text: Kan koz menti lo religion de to créateur donc atan consequences desan. Servi religion pour promote bizness crypto. Ena lot enkor mr fess ek bocal dilo. 35k. Lorganiste dans morcellement aurea high lands. Fer attention. Li gn revelation tous li😂😂😂,40,39,246,255,93,81,2.325,2.076923076923077,True,True,False,False
Sofer van la p bour li p vini. Selmen sofer camion la ki entor phare van la p tape lor pas dir li pan trouve li. Line continuer sorti ladan em 1ta lonpi fer sa,"Sofer van la pe boure li pe vini. Selma sofer camion la ki antor, phare van la pe tape lor pas dir li pann truve li. Linn kontiyn sorti ladan mem, enta pilon fer sa.",train,restore Mauritian Creole text: Sofer van la p bour li p vini. Selmen sofer camion la ki entor phare van la p tape lor pas dir li pan trouve li. Line continuer sorti ladan em 1ta lonpi fer sa,35,35,159,165,82,78,2.342857142857143,2.2285714285714286,False,False,False,False
Bateaux etrangers pe cokin par tonnes poissons sa zot pas capave faire narien shame,Bato etranzer pe kokin par tonnes poissons sa zot pas kapav faire nanyin. Shame.,train,restore Mauritian Creole text: Bateaux etrangers pe cokin par tonnes poissons sa zot pas capave faire narien shame,14,14,83,80,41,37,2.9285714285714284,2.642857142857143,False,False,False,False
Om shanti 🙏... Bondier don sa fami la courage,Om Shanti 🙏... Bondieu donne sa fami la courage.,train,restore Mauritian Creole text: Om shanti 🙏... Bondier don sa fami la courage,9,9,45,48,27,20,3.0,2.2222222222222223,True,True,False,False
Sa v dire ene reseau net dans la banque,Savedir enn rezo net dans la banque.,train,restore Mauritian Creole text: Sa v dire ene reseau net dans la banque,9,7,39,36,25,14,2.7777777777777777,2.0,False,False,False,False
